student_id,app_usage_percentage,divice_type,internet_quality,video_completion_rate
STU190094,24,Tablet,Low,39.7
STU190095,67,Tablet,Low,27.8
STU190096,84,Laptop,Medium,42.4
STU190097,83,Laptop,Low,80.2
STU190098,76,Laptop,High,82.6
STU190099,65,Laptop,High,55.5
STU190100,53,Mobile,Medium,66.1
STU190101,85,Mobile,Medium,66.6
STU190102,66,Mobile,High,88.3
STU190103,92,Mobile,High,79.6
STU190104,70,Laptop,Medium,86.8
STU190105,69,Laptop,High,94.6
STU190106,68,Mobile,High,62.4
STU190107,72,Mobile,High,56.4
STU190108,88,Mobile,Medium,76.2
STU190109,77,Mobile,High,61.9
STU190110,60,Mobile,High,48.0
STU190111,55,Mobile,High,42.1
STU190112,64,Mobile,Medium,63.4
STU190113,100,Laptop,Medium,40.1
STU190114,49,Laptop,High,78.8
STU190115,77,Laptop,High,59.1
STU190116,59,Mobile,Medium,82.5
STU190117,38,Mobile,High,47.4
STU190118,81,Laptop,High,45.3
STU190119,67,Mobile,Medium,95.5
STU190120,70,Mobile,High,44.5
STU190121,34,Mobile,Medium,24.9
STU190122,72,Tablet,High,50.6
STU190123,64,Mobile,Low,51.1
STU190124,85,Mobile,Low,60.9
STU190125,100,Mobile,High,61.6
STU190126,87,Mobile,Medium,67.5
STU190127,42,Laptop,Medium,77.4
STU190128,100,Laptop,Medium,59.7
STU190129,76,Tablet,High,34.6
STU190130,44,Laptop,Low,48.7
STU190131,60,Mobile,Medium,41.1
STU190132,51,Laptop,High,84.0
STU190133,87,Mobile,High,22.0
STU190134,57,Mobile,Medium,39.5
STU190135,72,Mobile,Medium,52.8
STU190136,53,Mobile,High,60.6
STU190137,59,Mobile,Low,86.4
STU190138,66,Mobile,High,74.3
STU190139,95,Mobile,High,51.9
STU190140,40,Tablet,High,33.0
STU190141,77,Laptop,Medium,90.7
STU190142,62,Mobile,Low,50.0
STU190143,28,Laptop,Low,80.0
STU190144,64,Mobile,Medium,58.8
STU190145,27,Mobile,Medium,56.9
STU190146,46,Laptop,Medium,68.6
STU190147,88,Laptop,High,21.1
STU190148,92,Laptop,Medium,43.4
STU190149,70,Mobile,Medium,36.3
STU190150,43,Tablet,Medium,64.0
STU190151,70,Mobile,High,68.8
STU190152,81,Mobile,Medium,67.1
STU190153,58,Mobile,High,73.9
STU190154,61,Mobile,High,65.5
STU190155,57,Mobile,Medium,88.4
STU190156,69,Laptop,High,63.4
STU190157,49,Laptop,High,40.2
STU190158,69,Mobile,High,31.5
STU190159,62,Mobile,High,85.1
STU190160,34,Mobile,Medium,87.5
STU190161,67,Mobile,High,91.7
STU190162,68,Mobile,Low,27.8
STU190163,81,Laptop,Medium,31.3
STU190164,60,Laptop,Medium,63.8
STU190165,64,Mobile,High,37.5
STU190166,73,Tablet,High,74.4
STU190167,84,Mobile,Medium,65.0
STU190168,75,Mobile,High,78.0
STU190169,57,Laptop,High,53.1
STU190170,55,Mobile,Low,53.0
STU190171,100,Laptop,High,91.3
STU190172,79,Mobile,Medium,61.9
STU190173,82,Mobile,Medium,30.5
STU190174,85,Mobile,High,72.6
STU190175,81,Mobile,Medium,76.9
STU190176,85,Mobile,Medium,81.2
STU190177,76,Mobile,High,47.0
STU190178,38,Laptop,High,33.8
STU190179,46,Mobile,High,86.3
STU190180,100,Laptop,Medium,49.3
STU190181,100,Mobile,Medium,88.9
STU190182,66,Mobile,High,62.6
STU190183,94,Mobile,Medium,57.0
STU190184,55,Laptop,Medium,46.7
STU190185,60,Mobile,Medium,86.2
STU190186,75,Mobile,High,71.7
STU190187,88,Mobile,Medium,86.2
STU190188,76,Tablet,Low,84.5
STU190189,62,Mobile,Medium,49.6
STU190190,90,Mobile,High,83.6
STU190191,64,Mobile,High,90.6
STU190192,49,Mobile,High,56.5
STU190193,90,Mobile,Low,64.3
STU190194,62,Mobile,Medium,87.9
STU190195,63,Mobile,Medium,23.8
STU190196,42,Mobile,High,45.3
STU190197,54,Mobile,Low,30.1
STU190198,66,Mobile,Medium,41.7
STU190199,70,Mobile,High,58.9
STU190200,89,Laptop,Medium,34.3
STU190201,62,Laptop,High,55.1
STU190202,8,Mobile,Low,62.4
STU190203,79,Mobile,Medium,80.0
STU190204,72,Mobile,High,75.4
STU190205,75,Mobile,Medium,27.1
STU190206,86,Laptop,Medium,82.0
STU190207,41,Mobile,Medium,8.0
STU190208,20,Mobile,High,27.7
STU190209,50,Mobile,High,63.1
STU190210,75,Mobile,Low,40.1
STU190211,74,Mobile,Medium,55.3
STU190212,65,Mobile,Low,89.2
STU190213,61,Mobile,High,55.2
STU190214,55,Laptop,High,46.9
STU190215,69,Laptop,High,85.9
STU190216,100,Mobile,High,61.0
STU190217,67,Laptop,High,60.6
STU190218,74,Mobile,Medium,46.6
STU190219,78,Mobile,Medium,73.9
STU190220,64,Laptop,Medium,42.8
STU190221,63,Mobile,Medium,59.8
STU190222,30,Mobile,Medium,54.2
STU190223,41,Mobile,High,55.4
STU190224,83,Mobile,Medium,73.0
STU190225,52,Mobile,Medium,42.9
STU190226,37,Mobile,Medium,85.0
STU190227,97,Mobile,Medium,83.4
STU190228,36,Laptop,High,95.7
STU190229,46,Laptop,Medium,68.4
STU190230,100,Laptop,Medium,80.0
STU190231,24,Mobile,High,75.9
STU190232,66,Laptop,High,39.7
STU190233,75,Laptop,High,94.1
STU190234,50,Mobile,High,47.9
STU190235,65,Mobile,High,54.6
STU190236,82,Mobile,High,82.8
STU190237,39,Mobile,Medium,76.5
STU190238,55,Mobile,High,56.2
STU190239,56,Laptop,Low,61.4
STU190240,33,Mobile,High,79.3
STU190241,100,Mobile,High,45.3
STU190242,53,Mobile,Low,78.6
STU190243,41,Laptop,Low,51.8
STU190244,44,Mobile,High,94.5
STU190245,56,Laptop,Medium,53.8
STU190246,61,Laptop,Medium,75.2
STU190247,77,Mobile,High,67.4
STU190248,100,Laptop,Medium,74.8
STU190249,69,Laptop,Medium,75.1
STU190250,84,Mobile,Medium,58.4
STU190251,54,Mobile,Medium,87.7
STU190252,75,Mobile,Medium,81.5
STU190253,100,Mobile,Low,70.9
STU190254,58,Mobile,High,52.1
STU190255,56,Mobile,Medium,60.4
STU190256,49,Laptop,High,77.6
STU190257,17,Mobile,High,60.4
STU190258,44,Mobile,High,36.6
STU190259,87,Mobile,Medium,69.0
STU190260,63,Laptop,Low,94.7
STU190261,65,Mobile,Medium,34.0
STU190262,58,Laptop,Medium,57.9
STU190263,51,Mobile,Low,35.0
STU190264,75,Mobile,Medium,90.0
STU190265,38,Laptop,High,56.5
STU190266,70,Tablet,High,26.1
STU190267,67,Mobile,High,91.2
STU190268,100,Mobile,Medium,67.4
STU190269,80,Laptop,High,37.2
STU190270,72,Tablet,High,92.1
STU190271,60,Laptop,Low,35.4
STU190272,44,Laptop,Low,74.9
STU190273,70,Mobile,Medium,48.8
STU190274,56,Mobile,Medium,73.8
STU190275,33,Mobile,High,59.0
STU190276,61,Mobile,Medium,95.7
STU190277,84,Mobile,Medium,7.4
STU190278,70,Mobile,Medium,46.2
STU190279,52,Mobile,High,54.6
STU190280,100,Laptop,High,86.5
STU190281,34,Tablet,Low,91.6
STU190282,79,Mobile,High,79.4
STU190283,100,Laptop,High,60.0
STU190284,58,Laptop,High,47.1
STU190285,59,Laptop,Medium,84.2
STU190286,83,Laptop,Medium,57.7
STU190287,62,Mobile,Low,72.9
STU190288,43,Mobile,Medium,85.8
STU190289,35,Mobile,High,50.3
STU190290,76,Mobile,Low,78.5
STU190291,100,Laptop,Medium,53.1
STU190292,41,Laptop,Low,80.3
STU190293,90,Tablet,Low,34.9
STU190294,97,Mobile,Low,57.9
STU190295,60,Laptop,Medium,77.9
STU190296,56,Laptop,Low,75.2
STU190297,99,Laptop,Low,35.7
STU190298,72,Mobile,Medium,68.3
STU190299,79,Mobile,Medium,59.7
STU190300,100,Mobile,Low,59.3
STU190301,43,Laptop,Low,76.8
STU190302,41,Mobile,High,48.9
STU190303,30,Laptop,Medium,67.2
STU190304,62,Mobile,Medium,57.9
STU190305,62,Mobile,Medium,79.4
STU190306,73,Mobile,Medium,64.9
STU190307,74,Laptop,High,92.1
STU190308,67,Laptop,High,18.7
STU190309,92,Mobile,Medium,36.2
STU190310,98,Mobile,Medium,75.5
STU190311,75,Laptop,High,71.0
STU190312,76,Mobile,Medium,59.8
STU190313,67,Laptop,Medium,30.3
STU190314,62,Mobile,Medium,72.1
STU190315,68,Mobile,High,71.0
STU190316,41,Mobile,Medium,67.4
STU190317,79,Laptop,Low,36.6
STU190318,78,Mobile,High,22.0
STU190319,96,Laptop,Low,64.2
STU190320,100,Mobile,Low,33.8
STU190321,85,Laptop,High,76.2
STU190322,100,Tablet,Medium,96.6
STU190323,80,Mobile,Medium,41.6
STU190324,26,Mobile,Low,69.4
STU190325,60,Mobile,Medium,31.6
STU190326,64,Mobile,High,42.4
STU190327,60,Laptop,High,60.8
STU190328,64,Laptop,Medium,51.7
STU190329,80,Mobile,Medium,64.4
STU190330,70,Mobile,Medium,59.6
STU190331,73,Mobile,High,25.1
STU190332,60,Mobile,Low,74.0
STU190333,79,Mobile,High,54.1
STU190334,31,Mobile,Low,52.7
STU190335,87,Mobile,Medium,66.1
STU190336,97,Laptop,Medium,52.2
STU190337,79,Tablet,High,78.4
STU190338,59,Laptop,Low,34.8
STU190339,71,Laptop,High,61.5
STU190340,59,Laptop,Medium,30.4
STU190341,72,Laptop,Medium,69.9
STU190342,27,Mobile,Medium,58.0
STU190343,58,Mobile,High,90.8
STU190344,58,Laptop,Medium,10.7
STU190345,85,Mobile,Low,44.6
STU190346,70,Mobile,High,79.3
STU190347,81,Laptop,Low,69.3
STU190348,51,Mobile,High,67.9
STU190349,97,Laptop,Low,21.6
STU190350,85,Laptop,High,94.8
STU190351,67,Mobile,Medium,74.3
STU190352,51,Laptop,Medium,50.8
STU190353,100,Laptop,High,94.9
STU190354,100,Mobile,Medium,67.8
STU190355,51,Laptop,Medium,64.5
STU190356,43,Laptop,Medium,71.9
STU190357,72,Laptop,Medium,28.2
STU190358,84,Mobile,High,68.5
STU190359,77,Mobile,Low,74.1
STU190360,75,Laptop,Low,27.2
STU190361,50,Laptop,Medium,28.1
STU190362,81,Laptop,High,66.2
STU190363,79,Mobile,Medium,28.2
STU190364,74,Mobile,Medium,68.7
STU190365,69,Mobile,Medium,72.8
STU190366,38,Mobile,Low,42.5
STU190367,100,Laptop,High,78.4
STU190368,96,Laptop,Medium,51.3
STU190369,66,Laptop,Medium,27.5
STU190370,73,Mobile,Low,77.6
STU190371,50,Mobile,Medium,14.5
STU190372,79,Mobile,Medium,48.8
STU190373,28,Mobile,Medium,49.7
STU190374,38,Mobile,High,17.8
STU190375,79,Laptop,High,71.4
STU190376,50,Mobile,High,96.0
STU190377,87,Mobile,Medium,52.0
STU190378,90,Laptop,Medium,22.2
STU190379,64,Laptop,Medium,61.4
STU190380,59,Mobile,Medium,91.5
STU190381,55,Mobile,Medium,81.5
STU190382,58,Mobile,Low,90.4
STU190383,98,Laptop,Medium,30.4
STU190384,40,Mobile,Low,91.5
STU190385,23,Laptop,Low,29.5
STU190386,61,Mobile,High,80.7
STU190387,94,Laptop,High,40.9
STU190388,54,Mobile,Medium,81.7
STU190389,77,Laptop,Medium,88.8
STU190390,67,Laptop,Medium,62.7
STU190391,74,Laptop,Medium,60.9
STU190392,88,Laptop,Medium,43.2
STU190393,55,Mobile,Medium,96.5
STU190394,95,Mobile,High,50.0
STU190395,82,Laptop,Medium,97.4
STU190396,64,Mobile,Medium,83.2
STU190397,48,Laptop,High,73.5
STU190398,93,Tablet,High,60.4
STU190399,52,Mobile,Medium,63.3
STU190400,45,Mobile,Medium,85.1
STU190401,65,Tablet,Medium,83.7
STU190402,58,Mobile,Medium,42.3
STU190403,42,Mobile,High,62.8
STU190404,83,Mobile,Medium,49.3
STU190405,78,Mobile,Low,73.0
STU190406,43,Mobile,Low,63.0
STU190407,65,Laptop,Medium,43.6
STU190408,56,Tablet,Medium,5.0
STU190409,85,Mobile,Medium,50.3
STU190410,83,Laptop,Low,30.9
STU190411,49,Mobile,Medium,78.2
STU190412,82,Mobile,Low,48.8
STU190413,34,Mobile,Medium,90.1
STU190414,68,Mobile,High,76.0
STU190415,50,Laptop,High,87.0
STU190416,44,Laptop,Medium,43.7
STU190417,99,Laptop,Low,53.7
STU190418,68,Mobile,Medium,59.1
STU190419,74,Laptop,Low,94.5
STU190420,87,Mobile,High,33.0
STU190421,54,Laptop,High,54.5
STU190422,68,Mobile,Low,57.1
STU190423,61,Mobile,Medium,54.3
STU190424,89,Laptop,Medium,63.6
STU190425,59,Tablet,High,67.2
STU190426,63,Laptop,Low,49.4
STU190427,27,Mobile,Medium,34.8
STU190428,92,Laptop,High,73.7
STU190429,74,Mobile,High,39.7
STU190430,54,Mobile,Medium,21.2
STU190431,62,Mobile,High,54.6
STU190432,54,Mobile,High,76.6
STU190433,71,Mobile,High,66.3
STU190434,95,Mobile,High,26.1
STU190435,100,Mobile,Medium,53.2
STU190436,100,Mobile,High,37.8
STU190437,67,Mobile,Medium,48.1
STU190438,84,Mobile,Medium,65.0
STU190439,61,Mobile,High,24.1
STU190440,69,Mobile,Medium,68.1
STU190441,91,Laptop,Low,51.9
STU190442,55,Mobile,Medium,36.2
STU190443,98,Mobile,Medium,50.0
STU190444,78,Laptop,Medium,93.2
STU190445,57,Mobile,Medium,51.7
STU190446,82,Tablet,Medium,84.7
STU190447,100,Laptop,High,88.4
STU190448,66,Mobile,Medium,46.1
STU190449,76,Laptop,Medium,61.6
STU190450,83,Laptop,Medium,86.9
STU190451,100,Laptop,Medium,47.9
STU190452,36,Mobile,High,48.5
STU190453,58,Tablet,High,13.3
STU190454,29,Mobile,Medium,35.9
STU190455,46,Mobile,Medium,60.1
STU190456,72,Mobile,High,85.3
STU190457,52,Laptop,Low,73.6
STU190458,52,Laptop,Medium,58.5
STU190459,78,Mobile,High,90.6
STU190460,93,Mobile,Low,86.6
STU190461,62,Mobile,High,68.0
STU190462,96,Mobile,Low,25.6
STU190463,84,Mobile,Medium,56.9
STU190464,64,Mobile,Low,61.2
STU190465,49,Laptop,Medium,42.1
STU190466,92,Mobile,High,78.8
STU190467,71,Tablet,Low,62.5
STU190468,84,Mobile,Medium,47.7
STU190469,49,Laptop,Medium,28.4
STU190470,46,Mobile,Medium,86.6
STU190471,82,Mobile,High,90.0
STU190472,81,Mobile,Medium,77.5
STU190473,35,Mobile,High,58.6
STU190474,100,Mobile,Medium,34.8
STU190475,77,Mobile,Medium,15.4
STU190476,100,Laptop,Low,57.0
STU190477,89,Mobile,Medium,93.6
STU190478,88,Mobile,Low,58.5
STU190479,98,Laptop,Medium,96.7
STU190480,100,Laptop,High,71.4
STU190481,62,Laptop,Medium,86.5
STU190482,87,Mobile,Medium,36.2
STU190483,4,Mobile,Medium,65.6
STU190484,100,Laptop,Medium,71.5
STU190485,73,Laptop,Medium,36.6
STU190486,78,Mobile,Medium,84.1
STU190487,62,Mobile,Medium,62.9
STU190488,60,Laptop,Medium,78.3
STU190489,85,Laptop,High,85.8
STU190490,39,Mobile,Medium,80.3
STU190491,65,Mobile,Medium,39.6
STU190492,22,Laptop,Medium,53.4
STU190493,55,Mobile,High,86.3
STU190494,94,Mobile,High,43.7
STU190495,12,Mobile,Medium,43.1
STU190496,51,Mobile,Medium,79.3
STU190497,72,Mobile,Medium,89.6
STU190498,31,Mobile,High,94.2
STU190499,64,Mobile,Medium,83.6
STU190500,76,Mobile,Medium,87.5
STU190501,45,Mobile,High,61.1
STU190502,69,Laptop,Medium,79.8
STU190503,80,Mobile,Medium,40.9
STU190504,62,Mobile,High,90.4
STU190505,36,Mobile,Medium,78.2
STU190506,49,Mobile,Medium,57.1
STU190507,72,Mobile,Medium,63.4
STU190508,36,Mobile,Medium,52.5
STU190509,24,Tablet,High,32.4
STU190510,39,Mobile,High,59.7
STU190511,25,Laptop,Low,77.5
STU190512,95,Laptop,Low,49.3
STU190513,50,Mobile,Medium,72.0
STU190514,71,Laptop,Medium,46.9
STU190515,100,Mobile,High,71.0
STU190516,94,Laptop,High,32.7
STU190517,53,Mobile,High,33.7
STU190518,62,Mobile,Medium,61.4
STU190519,49,Mobile,High,77.6
STU190520,84,Mobile,High,66.2
STU190521,80,Laptop,Medium,50.5
STU190522,100,Mobile,Medium,79.6
STU190523,68,Mobile,Low,94.0
STU190524,65,Mobile,Medium,68.1
STU190525,58,Mobile,Low,71.9
STU190526,63,Mobile,Medium,68.5
STU190527,100,Laptop,Low,18.3
STU190528,63,Mobile,Medium,66.1
STU190529,100,Tablet,High,61.2
STU190530,72,Mobile,High,94.0
STU190531,49,Mobile,Low,93.7
STU190532,57,Laptop,High,65.4
STU190533,89,Laptop,Low,79.6
STU190534,55,Mobile,Low,42.2
STU190535,85,Tablet,Low,39.7
STU190536,54,Laptop,High,61.5
STU190537,85,Mobile,Low,67.0
STU190538,70,Mobile,High,80.4
STU190539,99,Tablet,Low,53.5
STU190540,92,Mobile,High,29.4
STU190541,64,Mobile,High,87.0
STU190542,67,Mobile,Medium,65.9
STU190543,80,Laptop,Medium,83.4
STU190544,97,Tablet,High,49.2
STU190545,91,Laptop,High,77.8
STU190546,60,Mobile,Medium,42.5
STU190547,91,Mobile,High,61.4
STU190548,91,Laptop,Low,41.8
STU190549,100,Laptop,High,86.9
STU190550,33,Laptop,High,62.1
STU190551,38,Laptop,High,25.7
STU190552,51,Laptop,Medium,75.0
STU190553,47,Mobile,Low,46.2
STU190554,43,Mobile,Medium,36.8
STU190555,52,Laptop,Medium,87.4
STU190556,82,Laptop,Medium,61.7
STU190557,80,Laptop,Medium,52.9
STU190558,52,Laptop,Low,52.8
STU190559,69,Mobile,High,93.0
STU190560,65,Mobile,Medium,71.4
STU190561,55,Mobile,Medium,42.2
STU190562,53,Laptop,Low,52.6
STU190563,38,Mobile,High,70.7
STU190564,85,Laptop,Low,54.2
STU190565,97,Laptop,Medium,85.8
STU190566,94,Laptop,Medium,23.5
STU190567,64,Mobile,High,77.8
STU190568,25,Mobile,Medium,57.7
STU190569,69,Mobile,Low,73.4
STU190570,76,Mobile,Medium,30.2
STU190571,45,Mobile,Low,71.3
STU190572,57,Mobile,High,32.0
STU190573,58,Mobile,Low,31.0
STU190574,69,Tablet,Medium,67.4
STU190575,50,Mobile,High,49.1
STU190576,47,Laptop,Medium,84.1
STU190577,60,Laptop,Low,27.1
STU190578,50,Laptop,Medium,79.4
STU190579,64,Mobile,Medium,36.2
STU190580,75,Tablet,Low,53.5
STU190581,57,Mobile,Low,49.8
STU190582,80,Laptop,Medium,51.7
STU190583,85,Laptop,High,69.7
STU190584,65,Laptop,Medium,56.3
STU190585,77,Mobile,Medium,28.2
STU190586,70,Laptop,Medium,62.7
STU190587,58,Laptop,Medium,92.4
STU190588,56,Laptop,Medium,69.3
STU190589,65,Laptop,Medium,60.9
STU190590,63,Mobile,Medium,65.0
STU190591,31,Laptop,High,74.4
STU190592,64,Laptop,Medium,38.5
STU190593,68,Mobile,Medium,52.3
STU190594,84,Laptop,Medium,54.7
STU190595,48,Tablet,Medium,64.6
STU190596,77,Tablet,Low,80.4
STU190597,64,Mobile,Medium,82.3
STU190598,53,Mobile,High,84.0
STU190599,37,Mobile,High,71.5
STU190600,52,Mobile,Medium,39.3
STU190601,68,Mobile,Medium,60.2
STU190602,70,Mobile,Medium,68.7
STU190603,76,Laptop,High,40.0
STU190604,77,Mobile,Medium,69.5
STU190605,89,Mobile,High,77.7
STU190606,53,Mobile,Low,18.9
STU190607,76,Laptop,Medium,92.2
STU190608,24,Mobile,High,30.9
STU190609,79,Laptop,Medium,71.3
STU190610,69,Laptop,Medium,56.0
STU190611,55,Laptop,Medium,77.5
STU190612,72,Mobile,Medium,75.4
STU190613,53,Mobile,High,24.4
STU190614,73,Mobile,High,61.7
STU190615,72,Mobile,High,48.4
STU190616,66,Tablet,Medium,85.5
STU190617,87,Mobile,Medium,59.9
STU190618,60,Mobile,High,69.1
STU190619,72,Mobile,High,93.4
STU190620,80,Mobile,Medium,77.7
STU190621,78,Mobile,Medium,92.3
STU190622,68,Laptop,Low,76.5
STU190623,75,Mobile,Low,44.4
STU190624,87,Laptop,Medium,61.8
STU190625,89,Mobile,Medium,73.1
STU190626,48,Mobile,Low,15.8
STU190627,83,Mobile,Medium,59.7
STU190628,74,Laptop,High,78.5
STU190629,74,Mobile,Medium,90.8
STU190630,87,Mobile,High,43.5
STU190631,77,Tablet,High,73.7
STU190632,75,Laptop,High,40.8
STU190633,46,Laptop,Medium,69.4
STU190634,59,Mobile,Medium,61.5
STU190635,82,Mobile,High,88.5
STU190636,31,Mobile,Low,84.7
STU190637,100,Laptop,Medium,75.5
STU190638,46,Laptop,Low,89.3
STU190639,66,Mobile,High,55.9
STU190640,77,Mobile,High,83.6
STU190641,100,Laptop,Medium,71.4
STU190642,50,Mobile,High,66.9
STU190643,72,Mobile,Medium,47.8
STU190644,74,Mobile,Low,58.4
STU190645,44,Laptop,High,82.8
STU190646,94,Laptop,Medium,53.5
STU190647,83,Laptop,Medium,64.4
STU190648,75,Mobile,Medium,67.4
STU190649,25,Mobile,Medium,79.8
STU190650,52,Mobile,High,23.6
STU190651,73,Mobile,Low,62.1
STU190652,87,Mobile,High,95.8
STU190653,50,Mobile,High,94.0
STU190654,100,Laptop,High,76.7
STU190655,89,Laptop,Medium,80.8
STU190656,77,Mobile,Medium,36.3
STU190657,72,Mobile,Medium,41.8
STU190658,38,Laptop,Medium,62.3
STU190659,73,Laptop,High,60.2
STU190660,100,Mobile,Medium,84.4
STU190661,68,Mobile,High,46.2
STU190662,75,Laptop,Medium,88.9
STU190663,80,Tablet,Medium,66.6
STU190664,68,Laptop,High,68.2
STU190665,76,Mobile,Medium,89.9
STU190666,90,Laptop,High,44.0
STU190667,60,Laptop,Medium,79.7
STU190668,93,Mobile,High,56.4
STU190669,76,Mobile,Medium,47.5
STU190670,57,Laptop,High,79.9
STU190671,79,Mobile,Low,77.9
STU190672,63,Mobile,Medium,65.5
STU190673,66,Mobile,High,63.2
STU190674,66,Mobile,Medium,70.7
STU190675,89,Laptop,Low,65.8
STU190676,100,Mobile,Low,23.0
STU190677,77,Laptop,Medium,86.6
STU190678,10,Mobile,Low,49.3
STU190679,46,Mobile,Medium,79.3
STU190680,90,Mobile,Medium,76.3
STU190681,97,Mobile,Medium,63.0
STU190682,68,Mobile,Medium,76.8
STU190683,65,Mobile,High,60.2
STU190684,60,Laptop,Medium,67.0
STU190685,32,Laptop,Low,49.6
STU190686,67,Laptop,Low,65.1
STU190687,87,Laptop,Medium,48.6
STU190688,49,Tablet,High,42.2
STU190689,55,Mobile,Medium,24.9
STU190690,37,Mobile,High,80.7
STU190691,75,Mobile,Medium,79.9
STU190692,23,Laptop,Medium,70.7
STU190693,38,Laptop,Medium,84.0
STU190694,66,Tablet,High,65.2
STU190695,52,Laptop,High,59.7
STU190696,81,Laptop,Medium,76.1
STU190697,62,Mobile,Medium,92.4
STU190698,91,Tablet,Low,61.5
STU190699,52,Laptop,Medium,71.8
STU190700,50,Mobile,Low,68.6
STU190701,65,Laptop,Medium,54.8
STU190702,53,Mobile,High,65.6
STU190703,62,Mobile,Medium,59.8
STU190704,50,Mobile,High,45.0
STU190705,100,Mobile,Medium,70.1
STU190706,61,Laptop,Medium,41.6
STU190707,43,Laptop,Medium,55.2
STU190708,61,Mobile,Medium,41.3
STU190709,77,Mobile,Low,64.9
STU190710,94,Laptop,Low,80.1
STU190711,54,Tablet,High,84.5
STU190712,74,Mobile,High,56.0
STU190713,54,Laptop,High,65.0
STU190714,72,Mobile,High,22.2
STU190715,84,Mobile,High,73.2
STU190716,77,Laptop,High,65.6
STU190717,80,Laptop,Medium,28.4
STU190718,37,Mobile,High,65.6
STU190719,90,Laptop,Low,69.0
STU190720,36,Mobile,Medium,80.1
STU190721,29,Mobile,High,86.2
STU190722,25,Mobile,High,19.5
STU190723,74,Laptop,Medium,19.4
STU190724,67,Mobile,High,67.7
STU190725,61,Laptop,Low,65.3
STU190726,77,Mobile,Medium,61.1
STU190727,48,Mobile,High,48.2
STU190728,76,Laptop,High,68.9
STU190729,83,Mobile,High,95.9
STU190730,85,Mobile,High,95.3
STU190731,60,Mobile,Medium,36.7
STU190732,60,Mobile,Low,77.2
STU190733,58,Mobile,Medium,45.3
STU190734,54,Mobile,High,66.6
STU190735,66,Mobile,High,59.5
STU190736,100,Mobile,Medium,91.5
STU190737,77,Mobile,Medium,75.2
STU190738,60,Laptop,Low,57.5
STU190739,57,Mobile,Medium,86.4
STU190740,45,Mobile,Low,74.3
STU190741,73,Laptop,Low,52.3
STU190742,100,Laptop,High,41.6
STU190743,46,Mobile,High,88.4
STU190744,57,Laptop,High,63.7
STU190745,89,Mobile,High,64.4
STU190746,49,Mobile,Medium,97.5
STU190747,50,Mobile,Medium,40.3
STU190748,77,Mobile,Low,69.4
STU190749,47,Mobile,Medium,65.2
STU190750,49,Mobile,Medium,67.2
STU190751,94,Mobile,Low,68.5
STU190752,44,Laptop,Medium,85.8
STU190753,93,Laptop,Medium,77.7
STU190754,72,Mobile,Medium,90.4
STU190755,94,Mobile,High,88.9
STU190756,84,Mobile,Medium,92.4
STU190757,92,Mobile,High,74.4
STU190758,54,Mobile,Medium,49.8
STU190759,100,Mobile,High,68.3
STU190760,71,Mobile,Low,31.8
STU190761,83,Mobile,Medium,26.9
STU190762,34,Laptop,High,66.6
STU190763,100,Laptop,Low,80.9
STU190764,43,Mobile,Medium,75.6
STU190765,100,Mobile,Medium,49.5
STU190766,48,Laptop,High,71.4
STU190767,76,Mobile,High,84.1
STU190768,56,Mobile,Medium,64.6
STU190769,44,Tablet,Medium,56.8
STU190770,74,Mobile,Low,74.8
STU190771,89,Mobile,Medium,49.6
STU190772,92,Mobile,Medium,39.1
STU190773,57,Mobile,Medium,73.4
STU190774,79,Mobile,High,70.4
STU190775,51,Mobile,Medium,83.5
STU190776,48,Laptop,High,84.6
STU190777,82,Laptop,High,54.7
STU190778,31,Mobile,Low,58.7
STU190779,70,Mobile,High,67.8
STU190780,79,Mobile,Low,54.6
STU190781,64,Laptop,High,94.0
STU190782,60,Mobile,High,67.1
STU190783,81,Mobile,Medium,87.5
STU190784,53,Mobile,Medium,47.2
STU190785,59,Laptop,High,53.2
STU190786,81,Mobile,High,57.7
STU190787,36,Laptop,Low,51.4
STU190788,42,Laptop,High,73.8
STU190789,66,Mobile,High,87.7
STU190790,76,Mobile,Low,68.0
STU190791,78,Laptop,Low,49.5
STU190792,62,Laptop,High,37.9
STU190793,46,Mobile,High,72.6
STU190794,86,Laptop,Medium,76.0
STU190795,55,Mobile,Medium,51.0
STU190796,44,Laptop,Medium,45.4
STU190797,74,Mobile,Medium,36.6
STU190798,45,Tablet,High,52.6
STU190799,56,Laptop,High,64.9
STU190800,87,Mobile,Medium,56.2
STU190801,65,Mobile,Medium,89.4
STU190802,99,Mobile,High,79.4
STU190803,78,Laptop,High,66.1
STU190804,100,Tablet,Medium,48.9
STU190805,52,Mobile,Low,72.3
STU190806,65,Laptop,Medium,47.9
STU190807,72,Mobile,High,82.2
STU190808,92,Mobile,High,49.0
STU190809,77,Laptop,Medium,64.9
STU190810,69,Mobile,Medium,54.4
STU190811,64,Mobile,High,83.8
STU190812,72,Laptop,Medium,56.3
STU190813,74,Mobile,Medium,39.9
STU190814,57,Laptop,High,55.9
STU190815,65,Laptop,Medium,84.6
STU190816,84,Laptop,High,74.4
STU190817,78,Laptop,Medium,66.5
STU190818,55,Laptop,Low,75.3
STU190819,72,Mobile,High,79.7
STU190820,77,Tablet,Low,43.8
STU190821,68,Mobile,Medium,85.6
STU190822,50,Laptop,High,41.5
STU190823,77,Mobile,Low,32.0
