payment_mode,student_id,payment_amount,discount_used,completion_status
Scholarship,STU186678,373,No,Completed
NetBanking,STU186679,5964,No,Not Completed
Debit Card,STU186680,3438,No,Not Completed
Free,STU186681,0,No,Completed
Free,STU186682,0,No,Not Completed
UPI,STU186683,3940,No,Completed
Credit Card,STU186684,2992,Yes,Not Completed
Credit Card,STU186685,4263,Yes,Completed
NetBanking,STU186686,5417,Yes,Not Completed
Debit Card,STU186687,4076,Yes,Not Completed
Free,STU186688,0,No,Not Completed
Credit Card,STU186689,3340,No,Not Completed
Scholarship,STU186690,688,No,Completed
UPI,STU186691,4953,No,Not Completed
Credit Card,STU186692,3846,No,Completed
UPI,STU186693,3694,No,Not Completed
Credit Card,STU186694,4892,No,Completed
Free,STU186695,0,No,Completed
UPI,STU186696,4086,No,Completed
Credit Card,STU186697,3549,No,Completed
Free,STU186698,0,Yes,Completed
Debit Card,STU186699,3151,Yes,Completed
Credit Card,STU186700,6625,No,Completed
NetBanking,STU186701,6815,No,Completed
NetBanking,STU186702,3906,Yes,Completed
Debit Card,STU186703,5870,No,Completed
Scholarship,STU186704,1861,No,Not Completed
Debit Card,STU186705,3211,No,Completed
Free,STU186706,0,No,Completed
UPI,STU186707,5063,No,Completed
NetBanking,STU186708,3318,Yes,Not Completed
Debit Card,STU186709,4724,No,Not Completed
Credit Card,STU186710,3640,No,Completed
Credit Card,STU186711,2793,Yes,Completed
UPI,STU186712,4382,Yes,Completed
Free,STU186713,0,No,Completed
NetBanking,STU186714,5111,No,Completed
UPI,STU186715,3946,Yes,Completed
UPI,STU186716,3618,No,Completed
UPI,STU186717,6802,No,Not Completed
NetBanking,STU186718,5096,Yes,Completed
Credit Card,STU186719,6400,No,Not Completed
NetBanking,STU186720,4231,No,Completed
UPI,STU186721,4722,No,Completed
Debit Card,STU186722,5648,No,Not Completed
Debit Card,STU186723,4713,No,Not Completed
Scholarship,STU186724,2955,No,Completed
UPI,STU186725,3559,Yes,Not Completed
Debit Card,STU186726,5913,Yes,Completed
Debit Card,STU186727,3006,No,Not Completed
Debit Card,STU186728,4563,No,Completed
UPI,STU186729,4879,No,Not Completed
NetBanking,STU186730,3906,No,Completed
NetBanking,STU186731,2996,Yes,Not Completed
Free,STU186732,0,No,Not Completed
UPI,STU186733,3439,No,Completed
Scholarship,STU186734,209,Yes,Completed
Free,STU186735,0,No,Not Completed
Debit Card,STU186736,6712,No,Not Completed
UPI,STU186737,2774,Yes,Not Completed
Free,STU186738,0,No,Not Completed
UPI,STU186739,3068,No,Completed
Debit Card,STU186740,5421,No,Not Completed
Free,STU186741,0,Yes,Not Completed
Free,STU186742,0,Yes,Not Completed
Debit Card,STU186743,3716,No,Completed
Credit Card,STU186744,4444,No,Not Completed
Free,STU186745,0,No,Not Completed
UPI,STU186746,3464,No,Completed
NetBanking,STU186747,6518,No,Not Completed
UPI,STU186748,2754,Yes,Completed
UPI,STU186749,2845,Yes,Completed
Credit Card,STU186750,3019,No,Completed
Free,STU186751,0,No,Not Completed
Scholarship,STU186752,1439,Yes,Completed
Credit Card,STU186753,6948,No,Completed
Free,STU186754,0,No,Not Completed
Free,STU186755,0,No,Not Completed
NetBanking,STU186756,2832,Yes,Not Completed
Debit Card,STU186757,5356,No,Not Completed
UPI,STU186758,4603,No,Not Completed
UPI,STU186759,6934,No,Completed
Free,STU186760,0,Yes,Completed
Credit Card,STU186761,6557,No,Completed
UPI,STU186762,6031,No,Completed
UPI,STU186763,3173,No,Completed
Scholarship,STU186764,1212,No,Completed
Free,STU186765,0,Yes,Not Completed
UPI,STU186766,4423,Yes,Completed
Scholarship,STU186767,1559,No,Completed
UPI,STU186768,3241,No,Completed
UPI,STU186769,6994,No,Completed
NetBanking,STU186770,4163,No,Completed
Scholarship,STU186771,1429,Yes,Not Completed
UPI,STU186772,4444,No,Not Completed
Free,STU186773,0,No,Completed
UPI,STU186774,3099,No,Completed
NetBanking,STU186775,5832,No,Not Completed
Free,STU186776,0,No,Completed
UPI,STU186777,4202,Yes,Completed
Scholarship,STU186778,1403,No,Completed
Credit Card,STU186779,3762,No,Completed
Free,STU186780,0,No,Not Completed
Credit Card,STU186781,6327,No,Not Completed
Scholarship,STU186782,917,Yes,Not Completed
Debit Card,STU186783,5295,No,Completed
UPI,STU186784,3698,No,Not Completed
UPI,STU186785,3273,Yes,Not Completed
UPI,STU186786,4729,No,Not Completed
Free,STU186787,0,No,Completed
Free,STU186788,0,Yes,Completed
Credit Card,STU186789,5310,No,Completed
UPI,STU186790,4898,No,Not Completed
Scholarship,STU186791,548,No,Completed
UPI,STU186792,4109,No,Not Completed
UPI,STU186793,3688,Yes,Not Completed
UPI,STU186794,6531,No,Completed
Scholarship,STU186795,1308,Yes,Completed
Free,STU186796,0,No,Not Completed
Debit Card,STU186797,3599,No,Not Completed
Debit Card,STU186798,4299,No,Not Completed
UPI,STU186799,5056,No,Not Completed
Debit Card,STU186800,3159,No,Not Completed
Credit Card,STU186801,4181,No,Completed
Debit Card,STU186802,6043,No,Completed
Debit Card,STU186803,4057,No,Not Completed
UPI,STU186804,4328,No,Not Completed
Credit Card,STU186805,3987,No,Completed
Free,STU186806,0,No,Not Completed
Scholarship,STU186807,829,Yes,Not Completed
Debit Card,STU186808,6568,No,Not Completed
Credit Card,STU186809,3799,No,Not Completed
UPI,STU186810,4244,No,Completed
Scholarship,STU186811,2215,No,Not Completed
Credit Card,STU186812,6040,Yes,Completed
UPI,STU186813,3529,No,Not Completed
NetBanking,STU186814,4607,No,Not Completed
Debit Card,STU186815,5714,No,Not Completed
UPI,STU186816,4187,No,Completed
Free,STU186817,0,No,Completed
Free,STU186818,0,No,Completed
Free,STU186819,0,No,Not Completed
Free,STU186820,0,No,Not Completed
UPI,STU186821,5933,No,Completed
Free,STU186822,0,No,Not Completed
Scholarship,STU186823,1147,No,Not Completed
NetBanking,STU186824,4630,No,Completed
Free,STU186825,0,No,Not Completed
Free,STU186826,0,No,Not Completed
NetBanking,STU186827,5808,No,Not Completed
Debit Card,STU186828,3827,No,Completed
Free,STU186829,0,No,Not Completed
Free,STU186830,0,No,Completed
UPI,STU186831,4349,No,Not Completed
UPI,STU186832,3187,Yes,Completed
UPI,STU186833,4156,No,Not Completed
Debit Card,STU186834,4956,No,Completed
Debit Card,STU186835,6901,No,Completed
Free,STU186836,0,Yes,Not Completed
Debit Card,STU186837,4090,No,Not Completed
Credit Card,STU186838,4602,No,Not Completed
UPI,STU186839,4567,No,Completed
UPI,STU186840,3738,No,Completed
Debit Card,STU186841,3874,No,Completed
UPI,STU186842,2779,Yes,Not Completed
Free,STU186843,0,No,Completed
Credit Card,STU186844,3325,No,Not Completed
Credit Card,STU186845,3988,No,Not Completed
Free,STU186846,0,No,Completed
UPI,STU186847,4757,No,Completed
Debit Card,STU186848,3548,No,Not Completed
Free,STU186849,0,No,Not Completed
Free,STU186850,0,Yes,Completed
Credit Card,STU186851,7139,No,Not Completed
UPI,STU186852,2892,Yes,Completed
UPI,STU186853,3371,No,Not Completed
Debit Card,STU186854,5162,No,Completed
UPI,STU186855,5683,No,Not Completed
Debit Card,STU186856,3312,No,Completed
Free,STU186857,0,No,Completed
Free,STU186858,0,No,Not Completed
UPI,STU186859,3664,No,Completed
UPI,STU186860,3930,No,Completed
Credit Card,STU186861,4668,No,Completed
Credit Card,STU186862,4271,Yes,Completed
Credit Card,STU186863,5289,No,Completed
NetBanking,STU186864,2875,Yes,Completed
UPI,STU186865,6011,No,Not Completed
UPI,STU186866,5935,No,Completed
Credit Card,STU186867,3199,No,Not Completed
NetBanking,STU186868,3348,No,Completed
UPI,STU186869,4748,No,Completed
Scholarship,STU186870,944,No,Completed
UPI,STU186871,4302,No,Not Completed
UPI,STU186872,5455,No,Completed
Free,STU186873,0,No,Not Completed
Debit Card,STU186874,3722,No,Completed
Debit Card,STU186875,5073,No,Completed
Credit Card,STU186876,3039,Yes,Completed
Debit Card,STU186877,3452,Yes,Not Completed
UPI,STU186878,3648,Yes,Completed
Debit Card,STU186879,3066,Yes,Completed
Free,STU186880,0,No,Completed
Debit Card,STU186881,4669,No,Not Completed
Credit Card,STU186882,2970,Yes,Completed
UPI,STU186883,4286,No,Completed
Scholarship,STU186884,2267,Yes,Not Completed
UPI,STU186885,4294,No,Not Completed
Free,STU186886,0,No,Completed
Credit Card,STU186887,2870,Yes,Not Completed
Free,STU186888,0,No,Not Completed
UPI,STU186889,6101,No,Completed
UPI,STU186890,6037,No,Completed
UPI,STU186891,2724,Yes,Not Completed
UPI,STU186892,5957,No,Completed
NetBanking,STU186893,2683,Yes,Not Completed
UPI,STU186894,4255,No,Not Completed
UPI,STU186895,3252,Yes,Not Completed
UPI,STU186896,4291,No,Completed
Credit Card,STU186897,4475,No,Not Completed
NetBanking,STU186898,6024,No,Completed
UPI,STU186899,6276,No,Not Completed
Scholarship,STU186900,1431,No,Completed
UPI,STU186901,4107,No,Completed
UPI,STU186902,4084,No,Not Completed
UPI,STU186903,4280,No,Completed
UPI,STU186904,4931,No,Completed
Free,STU186905,0,No,Completed
UPI,STU186906,5117,No,Completed
Debit Card,STU186907,4140,No,Not Completed
UPI,STU186908,5195,Yes,Not Completed
NetBanking,STU186909,4016,No,Completed
UPI,STU186910,5024,No,Not Completed
Free,STU186911,0,No,Completed
Debit Card,STU186912,5190,No,Not Completed
NetBanking,STU186913,5849,No,Completed
Debit Card,STU186914,3751,Yes,Completed
Free,STU186915,0,Yes,Completed
UPI,STU186916,5600,No,Completed
Free,STU186917,0,No,Not Completed
Credit Card,STU186918,4525,No,Not Completed
UPI,STU186919,6728,No,Not Completed
UPI,STU186920,3354,No,Completed
Free,STU186921,0,No,Completed
UPI,STU186922,4126,No,Completed
UPI,STU186923,5291,No,Not Completed
Credit Card,STU186924,5488,No,Not Completed
Debit Card,STU186925,6713,No,Completed
Free,STU186926,0,No,Completed
Credit Card,STU186927,4930,No,Not Completed
Free,STU186928,0,No,Completed
Free,STU186929,0,No,Completed
UPI,STU186930,4488,Yes,Completed
Free,STU186931,0,No,Not Completed
Free,STU186932,0,No,Not Completed
Free,STU186933,0,No,Completed
UPI,STU186934,3373,Yes,Not Completed
Credit Card,STU186935,5910,No,Completed
Free,STU186936,0,No,Not Completed
Credit Card,STU186937,3423,No,Not Completed
Free,STU186938,0,No,Not Completed
Debit Card,STU186939,3200,No,Completed
Free,STU186940,0,No,Completed
Credit Card,STU186941,7109,No,Not Completed
Credit Card,STU186942,5344,No,Completed
Free,STU186943,0,No,Not Completed
UPI,STU186944,4378,No,Not Completed
Credit Card,STU186945,4566,No,Completed
UPI,STU186946,4139,Yes,Not Completed
Debit Card,STU186947,4030,No,Not Completed
NetBanking,STU186948,4129,No,Not Completed
UPI,STU186949,4406,No,Not Completed
Scholarship,STU186950,988,No,Not Completed
Free,STU186951,0,Yes,Not Completed
Free,STU186952,0,No,Not Completed
Debit Card,STU186953,3206,No,Not Completed
UPI,STU186954,5392,No,Not Completed
UPI,STU186955,4889,No,Not Completed
Free,STU186956,0,Yes,Not Completed
Scholarship,STU186957,422,No,Not Completed
NetBanking,STU186958,3435,No,Completed
Free,STU186959,0,No,Not Completed
Credit Card,STU186960,5848,No,Completed
Free,STU186961,0,No,Not Completed
UPI,STU186962,3615,Yes,Completed
Debit Card,STU186963,3886,No,Completed
Credit Card,STU186964,3376,No,Completed
UPI,STU186965,4638,No,Not Completed
UPI,STU186966,3892,Yes,Not Completed
NetBanking,STU186967,5178,Yes,Not Completed
Credit Card,STU186968,4336,No,Not Completed
UPI,STU186969,3003,Yes,Completed
UPI,STU186970,3632,Yes,Not Completed
UPI,STU186971,6139,No,Not Completed
Free,STU186972,0,No,Not Completed
Free,STU186973,0,No,Completed
Free,STU186974,0,No,Not Completed
Free,STU186975,0,Yes,Not Completed
UPI,STU186976,4061,No,Completed
Credit Card,STU186977,4882,No,Not Completed
NetBanking,STU186978,4147,No,Not Completed
NetBanking,STU186979,3981,No,Completed
Free,STU186980,0,No,Completed
UPI,STU186981,4157,Yes,Not Completed
Free,STU186982,0,No,Not Completed
UPI,STU186983,3219,Yes,Completed
Credit Card,STU186984,3859,No,Not Completed
NetBanking,STU186985,4590,Yes,Completed
Scholarship,STU186986,1663,Yes,Not Completed
UPI,STU186987,4898,Yes,Not Completed
Debit Card,STU186988,6722,No,Not Completed
UPI,STU186989,4351,No,Completed
NetBanking,STU186990,2599,Yes,Not Completed
UPI,STU186991,4493,No,Completed
NetBanking,STU186992,4412,Yes,Completed
UPI,STU186993,6484,No,Not Completed
Credit Card,STU186994,5814,No,Not Completed
NetBanking,STU186995,3235,No,Completed
Free,STU186996,0,Yes,Completed
Scholarship,STU186997,1490,No,Not Completed
Scholarship,STU186998,1904,Yes,Not Completed
Free,STU186999,0,Yes,Completed
Scholarship,STU187000,1284,No,Not Completed
Free,STU187001,0,No,Not Completed
Scholarship,STU187002,2447,No,Not Completed
Credit Card,STU187003,4936,No,Not Completed
UPI,STU187004,3487,No,Not Completed
Credit Card,STU187005,4631,Yes,Not Completed
UPI,STU187006,4430,No,Not Completed
NetBanking,STU187007,4089,Yes,Not Completed
NetBanking,STU187008,7088,No,Completed
UPI,STU187009,3004,No,Completed
Free,STU187010,0,No,Not Completed
UPI,STU187011,2747,Yes,Not Completed
Free,STU187012,0,No,Not Completed
NetBanking,STU187013,5001,No,Not Completed
UPI,STU187014,3107,No,Completed
Free,STU187015,0,No,Completed
UPI,STU187016,5233,No,Completed
UPI,STU187017,4467,No,Completed
Credit Card,STU187018,4391,No,Completed
Credit Card,STU187019,2930,No,Completed
Debit Card,STU187020,5169,No,Not Completed
Free,STU187021,0,No,Not Completed
UPI,STU187022,5774,No,Not Completed
Debit Card,STU187023,4784,No,Not Completed
UPI,STU187024,5346,No,Completed
Credit Card,STU187025,5917,No,Not Completed
Credit Card,STU187026,3018,No,Not Completed
Credit Card,STU187027,3882,No,Not Completed
UPI,STU187028,4308,No,Not Completed
UPI,STU187029,4302,No,Completed
Credit Card,STU187030,5981,No,Not Completed
Credit Card,STU187031,3258,No,Completed
NetBanking,STU187032,5183,No,Completed
Free,STU187033,0,Yes,Not Completed
UPI,STU187034,3379,No,Not Completed
Scholarship,STU187035,635,No,Not Completed
UPI,STU187036,5347,No,Completed
NetBanking,STU187037,5168,No,Not Completed
UPI,STU187038,6433,No,Completed
Credit Card,STU187039,4375,No,Completed
NetBanking,STU187040,4761,No,Completed
UPI,STU187041,3589,Yes,Not Completed
Free,STU187042,0,No,Completed
Debit Card,STU187043,5727,No,Completed
NetBanking,STU187044,6304,No,Completed
UPI,STU187045,5347,No,Not Completed
Credit Card,STU187046,6945,No,Not Completed
UPI,STU187047,3811,No,Completed
UPI,STU187048,3137,No,Completed
Free,STU187049,0,No,Not Completed
Debit Card,STU187050,3928,No,Completed
UPI,STU187051,4650,No,Completed
UPI,STU187052,4242,No,Not Completed
NetBanking,STU187053,4403,Yes,Completed
UPI,STU187054,4599,No,Not Completed
Debit Card,STU187055,3466,No,Not Completed
UPI,STU187056,3550,No,Completed
NetBanking,STU187057,6477,No,Completed
Free,STU187058,0,No,Completed
Credit Card,STU187059,3232,No,Not Completed
Debit Card,STU187060,4530,No,Completed
Debit Card,STU187061,4290,No,Completed
UPI,STU187062,4543,No,Not Completed
Debit Card,STU187063,4236,No,Completed
Debit Card,STU187064,2998,Yes,Not Completed
NetBanking,STU187065,3046,No,Not Completed
Scholarship,STU187066,628,No,Not Completed
Free,STU187067,0,Yes,Not Completed
Free,STU187068,0,No,Completed
Credit Card,STU187069,5095,No,Completed
Free,STU187070,0,No,Not Completed
Scholarship,STU187071,1939,Yes,Completed
Free,STU187072,0,No,Not Completed
UPI,STU187073,5945,No,Completed
Credit Card,STU187074,4908,No,Completed
UPI,STU187075,4222,No,Not Completed
UPI,STU187076,3277,No,Completed
Scholarship,STU187077,362,No,Completed
Credit Card,STU187078,3933,Yes,Completed
Free,STU187079,0,No,Completed
Free,STU187080,0,No,Completed
Credit Card,STU187081,4548,No,Completed
UPI,STU187082,6098,No,Not Completed
UPI,STU187083,3751,No,Completed
Free,STU187084,0,No,Completed
Debit Card,STU187085,5730,No,Completed
Free,STU187086,0,Yes,Completed
UPI,STU187087,6264,No,Completed
Debit Card,STU187088,4664,No,Completed
Free,STU187089,0,Yes,Not Completed
UPI,STU187090,4382,No,Not Completed
Free,STU187091,0,No,Not Completed
Free,STU187092,0,No,Not Completed
Debit Card,STU187093,2870,Yes,Completed
Debit Card,STU187094,3869,No,Completed
UPI,STU187095,3339,No,Not Completed
UPI,STU187096,3337,No,Completed
UPI,STU187097,4146,No,Not Completed
UPI,STU187098,5444,No,Not Completed
Free,STU187099,0,No,Not Completed
NetBanking,STU187100,2930,No,Not Completed
NetBanking,STU187101,4496,No,Completed
UPI,STU187102,4719,No,Completed
UPI,STU187103,4241,No,Not Completed
Credit Card,STU187104,6974,No,Completed
Scholarship,STU187105,1921,No,Completed
UPI,STU187106,4585,No,Not Completed
Credit Card,STU187107,4612,No,Completed
UPI,STU187108,3344,Yes,Not Completed
UPI,STU187109,3480,No,Completed
Free,STU187110,0,No,Not Completed
Free,STU187111,0,Yes,Not Completed
UPI,STU187112,3617,No,Completed
UPI,STU187113,4521,No,Completed
Debit Card,STU187114,4606,No,Completed
UPI,STU187115,6954,No,Completed
Credit Card,STU187116,5138,No,Completed
NetBanking,STU187117,4654,No,Completed
Free,STU187118,0,No,Not Completed
Credit Card,STU187119,4189,No,Completed
Debit Card,STU187120,4962,No,Not Completed
Debit Card,STU187121,4388,No,Not Completed
Free,STU187122,0,No,Completed
UPI,STU187123,3613,No,Completed
UPI,STU187124,3382,No,Completed
UPI,STU187125,6316,No,Not Completed
Debit Card,STU187126,5573,No,Not Completed
Debit Card,STU187127,6954,No,Not Completed
Credit Card,STU187128,3884,No,Completed
Scholarship,STU187129,1565,Yes,Completed
Free,STU187130,0,Yes,Completed
Free,STU187131,0,Yes,Completed
Free,STU187132,0,No,Not Completed
UPI,STU187133,3907,No,Not Completed
Free,STU187134,0,No,Not Completed
Free,STU187135,0,No,Not Completed
UPI,STU187136,4168,No,Completed
Free,STU187137,0,Yes,Completed
Free,STU187138,0,No,Not Completed
NetBanking,STU187139,5374,Yes,Not Completed
Debit Card,STU187140,3345,No,Completed
NetBanking,STU187141,4461,No,Not Completed
UPI,STU187142,4545,No,Completed
UPI,STU187143,4654,Yes,Completed
NetBanking,STU187144,4301,No,Not Completed
UPI,STU187145,6554,No,Not Completed
Free,STU187146,0,No,Not Completed
Debit Card,STU187147,5101,Yes,Completed
UPI,STU187148,7016,No,Completed
NetBanking,STU187149,3302,No,Not Completed
Free,STU187150,0,No,Completed
UPI,STU187151,4151,Yes,Completed
NetBanking,STU187152,3204,No,Completed
UPI,STU187153,6736,No,Not Completed
UPI,STU187154,4058,No,Completed
UPI,STU187155,2943,No,Completed
Credit Card,STU187156,3549,Yes,Not Completed
Free,STU187157,0,No,Not Completed
NetBanking,STU187158,6219,No,Completed
Free,STU187159,0,No,Completed
NetBanking,STU187160,5352,No,Not Completed
Free,STU187161,0,No,Not Completed
Free,STU187162,0,No,Completed
UPI,STU187163,4356,No,Completed
UPI,STU187164,3327,No,Completed
Scholarship,STU187165,477,No,Completed
Free,STU187166,0,No,Not Completed
UPI,STU187167,4381,No,Not Completed
Credit Card,STU187168,4917,No,Not Completed
UPI,STU187169,4639,Yes,Completed
Scholarship,STU187170,1007,No,Completed
Credit Card,STU187171,3937,Yes,Not Completed
Scholarship,STU187172,540,No,Not Completed
Free,STU187173,0,No,Completed
UPI,STU187174,5334,Yes,Not Completed
Scholarship,STU187175,3220,Yes,Completed
Free,STU187176,0,No,Completed
Debit Card,STU187177,2960,No,Completed
UPI,STU187178,4598,No,Completed
UPI,STU187179,4910,No,Not Completed
Credit Card,STU187180,5030,No,Completed
UPI,STU187181,6530,No,Completed
Free,STU187182,0,Yes,Not Completed
UPI,STU187183,4258,No,Not Completed
Credit Card,STU187184,6310,No,Not Completed
Free,STU187185,0,No,Not Completed
Credit Card,STU187186,4839,No,Completed
UPI,STU187187,4407,No,Not Completed
Credit Card,STU187188,3109,Yes,Not Completed
UPI,STU187189,3870,No,Completed
Credit Card,STU187190,4569,No,Not Completed
NetBanking,STU187191,3959,No,Completed
UPI,STU187192,4492,No,Completed
Scholarship,STU187193,1107,No,Completed
Free,STU187194,0,No,Not Completed
Debit Card,STU187195,4058,No,Completed
UPI,STU187196,3001,No,Completed
Debit Card,STU187197,3824,No,Not Completed
Debit Card,STU187198,5901,No,Not Completed
UPI,STU187199,5095,No,Not Completed
NetBanking,STU187200,4292,No,Completed
NetBanking,STU187201,5274,No,Completed
UPI,STU187202,5289,No,Not Completed
Scholarship,STU187203,967,No,Not Completed
UPI,STU187204,3951,No,Completed
NetBanking,STU187205,3825,No,Completed
Credit Card,STU187206,3783,No,Not Completed
UPI,STU187207,2815,Yes,Not Completed
UPI,STU187208,3848,Yes,Completed
Free,STU187209,0,No,Completed
UPI,STU187210,3667,No,Not Completed
Credit Card,STU187211,4021,No,Completed
Scholarship,STU187212,465,No,Not Completed
Credit Card,STU187213,4637,No,Not Completed
Debit Card,STU187214,4197,Yes,Not Completed
Free,STU187215,0,Yes,Not Completed
Credit Card,STU187216,4189,No,Completed
Debit Card,STU187217,3193,No,Completed
Scholarship,STU187218,1565,No,Completed
Debit Card,STU187219,5629,Yes,Completed
UPI,STU187220,4427,No,Not Completed
UPI,STU187221,3267,No,Not Completed
UPI,STU187222,2925,No,Completed
Credit Card,STU187223,5909,No,Not Completed
Credit Card,STU187224,4462,No,Completed
Scholarship,STU187225,1124,No,Not Completed
NetBanking,STU187226,5270,No,Not Completed
Free,STU187227,0,No,Not Completed
Scholarship,STU187228,978,No,Completed
Debit Card,STU187229,5887,No,Completed
UPI,STU187230,3098,No,Completed
UPI,STU187231,5781,No,Completed
UPI,STU187232,3066,No,Completed
UPI,STU187233,4596,No,Completed
Free,STU187234,0,No,Completed
Free,STU187235,0,No,Completed
NetBanking,STU187236,5225,No,Not Completed
NetBanking,STU187237,4291,No,Completed
Debit Card,STU187238,2586,Yes,Completed
Credit Card,STU187239,3464,No,Not Completed
UPI,STU187240,7102,No,Not Completed
NetBanking,STU187241,3800,No,Completed
Free,STU187242,0,Yes,Not Completed
Scholarship,STU187243,445,No,Completed
Credit Card,STU187244,3864,Yes,Completed
UPI,STU187245,4049,No,Not Completed
Free,STU187246,0,No,Not Completed
Scholarship,STU187247,1737,No,Completed
Debit Card,STU187248,5756,No,Completed
Credit Card,STU187249,3688,No,Completed
UPI,STU187250,3705,No,Not Completed
Scholarship,STU187251,474,No,Not Completed
Debit Card,STU187252,4166,No,Completed
UPI,STU187253,3473,Yes,Not Completed
UPI,STU187254,3667,No,Completed
Credit Card,STU187255,4237,No,Completed
UPI,STU187256,5131,No,Not Completed
UPI,STU187257,4098,No,Completed
Debit Card,STU187258,5356,No,Not Completed
UPI,STU187259,4970,No,Completed
NetBanking,STU187260,5186,No,Completed
Debit Card,STU187261,4366,No,Not Completed
Free,STU187262,0,No,Not Completed
Credit Card,STU187263,2931,No,Completed
UPI,STU187264,4579,No,Completed
Debit Card,STU187265,5403,No,Completed
UPI,STU187266,5982,No,Not Completed
UPI,STU187267,4759,No,Not Completed
Debit Card,STU187268,4895,No,Not Completed
Scholarship,STU187269,844,No,Not Completed
UPI,STU187270,4341,No,Not Completed
NetBanking,STU187271,3930,No,Completed
UPI,STU187272,3236,No,Completed
Scholarship,STU187273,2748,No,Not Completed
UPI,STU187274,4677,No,Not Completed
Scholarship,STU187275,2155,No,Not Completed
UPI,STU187276,3164,No,Completed
Free,STU187277,0,No,Completed
Debit Card,STU187278,4300,No,Completed
Free,STU187279,0,No,Not Completed
Debit Card,STU187280,5689,No,Not Completed
UPI,STU187281,5979,No,Not Completed
Debit Card,STU187282,4859,No,Completed
Credit Card,STU187283,5785,No,Completed
UPI,STU187284,3006,No,Not Completed
NetBanking,STU187285,6129,No,Not Completed
Free,STU187286,0,Yes,Completed
Free,STU187287,0,Yes,Not Completed
Free,STU187288,0,No,Completed
UPI,STU187289,5440,No,Completed
Credit Card,STU187290,4619,No,Completed
UPI,STU187291,3196,Yes,Not Completed
UPI,STU187292,5169,No,Completed
NetBanking,STU187293,3740,Yes,Completed
NetBanking,STU187294,4577,Yes,Not Completed
NetBanking,STU187295,3477,Yes,Not Completed
NetBanking,STU187296,4417,No,Not Completed
UPI,STU187297,3685,No,Not Completed
UPI,STU187298,3583,Yes,Completed
NetBanking,STU187299,4206,No,Completed
Free,STU187300,0,No,Completed
UPI,STU187301,6110,No,Not Completed
NetBanking,STU187302,3521,No,Not Completed
Credit Card,STU187303,5674,No,Completed
Credit Card,STU187304,6171,No,Not Completed
UPI,STU187305,6390,No,Not Completed
Free,STU187306,0,No,Completed
Free,STU187307,0,No,Not Completed
Free,STU187308,0,No,Not Completed
NetBanking,STU187309,2916,Yes,Completed
NetBanking,STU187310,6682,No,Not Completed
Free,STU187311,0,No,Not Completed
Debit Card,STU187312,2927,No,Completed
Free,STU187313,0,No,Not Completed
Debit Card,STU187314,5458,No,Not Completed
Free,STU187315,0,No,Completed
UPI,STU187316,3395,No,Not Completed
UPI,STU187317,3452,No,Completed
UPI,STU187318,3378,No,Not Completed
UPI,STU187319,3568,No,Not Completed
Free,STU187320,0,No,Completed
Free,STU187321,0,No,Not Completed
Free,STU187322,0,No,Completed
Scholarship,STU187323,1261,No,Not Completed
UPI,STU187324,4060,No,Not Completed
Debit Card,STU187325,3312,No,Completed
Free,STU187326,0,No,Not Completed
UPI,STU187327,6634,No,Completed
Debit Card,STU187328,5316,Yes,Not Completed
Debit Card,STU187329,6083,No,Not Completed
UPI,STU187330,4183,No,Completed
UPI,STU187331,3678,Yes,Completed
NetBanking,STU187332,4595,No,Completed
Credit Card,STU187333,3103,No,Completed
UPI,STU187334,5776,No,Not Completed
Credit Card,STU187335,5743,No,Completed
Scholarship,STU187336,346,Yes,Not Completed
Free,STU187337,0,Yes,Completed
Debit Card,STU187338,5275,No,Not Completed
UPI,STU187339,3796,Yes,Completed
UPI,STU187340,4209,No,Completed
Free,STU187341,0,No,Not Completed
UPI,STU187342,6594,No,Completed
NetBanking,STU187343,4652,No,Completed
UPI,STU187344,4526,No,Completed
Debit Card,STU187345,5328,No,Completed
UPI,STU187346,2953,No,Completed
Credit Card,STU187347,4525,No,Not Completed
Debit Card,STU187348,3807,Yes,Not Completed
Free,STU187349,0,No,Completed
Debit Card,STU187350,4970,No,Completed
Free,STU187351,0,No,Completed
Debit Card,STU187352,5422,No,Not Completed
UPI,STU187353,5631,No,Completed
UPI,STU187354,6595,No,Completed
Credit Card,STU187355,3097,No,Not Completed
Scholarship,STU187356,1974,No,Not Completed
Debit Card,STU187357,5198,No,Completed
Credit Card,STU187358,3477,No,Not Completed
Scholarship,STU187359,944,Yes,Completed
Free,STU187360,0,No,Completed
Debit Card,STU187361,3840,No,Completed
Credit Card,STU187362,5017,No,Not Completed
Credit Card,STU187363,6324,No,Completed
UPI,STU187364,6758,No,Completed
Free,STU187365,0,Yes,Not Completed
UPI,STU187366,3437,No,Not Completed
NetBanking,STU187367,3868,No,Not Completed
UPI,STU187368,3975,No,Not Completed
UPI,STU187369,3568,No,Not Completed
UPI,STU187370,4374,No,Not Completed
UPI,STU187371,5264,No,Completed
Credit Card,STU187372,4703,No,Not Completed
Credit Card,STU187373,6537,No,Completed
UPI,STU187374,3753,No,Not Completed
Scholarship,STU187375,931,No,Not Completed
Debit Card,STU187376,4152,No,Completed
Credit Card,STU187377,2704,Yes,Completed
Free,STU187378,0,No,Not Completed
Credit Card,STU187379,3153,No,Completed
Credit Card,STU187380,3699,No,Completed
UPI,STU187381,7093,No,Not Completed
Free,STU187382,0,No,Completed
